@relation "cora-ATVYOall"

@attribute author string
@attribute year string
@attribute title string
@attribute venue string
@attribute other string
@attribute all string
@attribute class {'aha1987', 'aha1989', 'aha1990', 'aha1991', 'aha1992', 'ahlskog1994a', 'asfahl1992a', 'auer1995a', 'benford1993a', 'benford1994a', 'benford1995a', 'benford1995b', 'blum1993', 'blum1994', 'brodley1992', 'brodley1992b', 'brodley1994', 'brodley1995', 'brown1992a', 'buth1992a', 'callan1991', 'callan1991aaai', 'cardie1993', 'carlson1993a', 'caruana1993', 'cesa-bianchi1993', 'cesa-bianchi1994', 'cesa-bianchi1994b', 'cesa-bianchi1996', 'cesa-bianchi1997', 'chapman1987', 'chapman1991', 'cheng1996', 'clark1993', 'cleeremans1989', 'clouse1992', 'cohen1998', 'conery1981', 'conery1983', 'conery1985', 'conery1985a', 'conery19xx', 'connel1987', 'connell1987', 'cramer1985a', 'craven1993', 'daelemans1995a', 'danyluk1993', 'dasarathy1991', 'datta1992', 'datta1995', 'deb1989a', 'dempster1977a', 'dietterich1996', 'dill1997a', 'dill1997b', 'draper1994', 'drucker1992', 'drucker1993', 'druker1992', 'dutta1988a', 'ehrenfeucht1988', 'ehrenfeucht1989', 'fahle1981a', 'fahle1991a', 'fahle1992a', 'fahle1993a', 'fahle1995a', 'fahle1997a', 'fahlen1993a', 'fahlman1974a', 'fahlman1979a', 'fahlman1980a', 'fahlman1981a', 'fahlman1981b', 'fahlman1985a', 'fahlman1987a', 'fahlman1988a', 'fahlman1988b', 'fahlman1990a', 'fahlman1990b', 'fahlman1991a', 'fahlman1991b', 'fahlman1991c', 'fahlman1993a', 'fahlman1993b', 'fahlman1996a', 'fahln1993a', 'fawcett1991', 'fawcett1992', 'fayyad1993', 'feder1995', 'forchheimer1983a', 'frankel1994a', 'freund0000a', 'freund1990', 'freund1992a', 'freund1992b', 'freund1992c', 'freund1993a', 'freund1993b', 'freund1993c', 'freund1995a', 'freund1995b', 'freund1995c', 'freund1995d', 'freund1995e', 'freund1995f', 'freund1996a', 'freund1996b', 'freund1996c', 'freund1996d', 'freund1996e', 'freund1997a', 'freund1997b', 'freund1997c', 'freund1997d', 'goldman1989', 'goldman1990', 'goldman1990a', 'goldman1990c', 'goldman1991', 'goldman1993', 'goldman1993a', 'goldman1995', 'hall1989', 'hampson1993', 'hampson1995', 'haussler1988', 'haussler1991', 'haussler1991c', 'haussler1991p', 'haussler1992', 'haussler1994', 'haussler1994a', 'haussler1996', 'helmbold1995', 'helmbold1995a', 'helmbold1996', 'helmbold1996a', 'helmbold1997', 'helmbold1997c', 'hendren1992a', 'herzog1995a', 'hoehfeld1992a', 'hu1996', 'huffman1993', 'johnson1982', 'jordan1993', 'kaelbling1993', 'kautz1993', 'kautz1995', 'kearns1987', 'kearns1987b', 'kearns1988', 'kearns1988a', 'kearns1988b', 'kearns1989', 'kearns1989a', 'kearns1990', 'kearns1990b', 'kearns1990c', 'kearns1992a', 'kearns1992c', 'kearns1993a', 'kearns1993b', 'kearns1993c', 'kearns1994a', 'kearns1994b', 'kearns1994c', 'kearns1994cryp', 'kearns1994d', 'kearns1994e', 'kearns1995a', 'kearns1995b', 'kearns1996a', 'kearns1996b', 'kearns1997a', 'kearns1997b', 'kearns1997c', 'kearns1998', 'kearns1999a', 'kearns1999b', 'kelly1991andjunk', 'kibler1978', 'kibler1981', 'kibler1983', 'kibler1985', 'kibler1988', 'kibler1988a', 'kibler1989', 'kibler1993', 'knoop1992a', 'knopp1992a', 'kriegel1993a', 'langendoen1992a', 'langley1986', 'lewis1996', 'littlestone', 'mccallum1993', 'mcdonald1987a', 'mehra1998', 'minton1992', 'mitchell1981', 'mitchell1983', 'mitchell1983ijcai', 'mitchell1993', 'mitchell1993ebl', 'mladenic', 'mladenic1993', 'moss1997', 'musick1992', 'nilsson1994', 'norvig1992', 'ortega1995andjunk', 'ourston1994', 'pazzani1990', 'pazzani1992', 'pfahler1997a', 'poggio1992a', 'poggio1992b', 'pope1992a', 'porter1986', 'quinlan1993', 'ragavan1993', 'rivest1987', 'rivest1987d', 'rivest1989', 'rivest1992', 'rivest1993', 'rivest1994', 'ruby1989', 'ruby1991', 'ruby1991a', 'ruby1992', 'rudy1992', 'rymon1993', 'safford1993', 'schapire', 'schapire1988', 'schapire1989', 'schapire1990', 'schapire1990[', 'schapire1990e', 'schapire1991', 'schapire1991l', 'schapire1992', 'schapire1992a', 'schapire1993', 'schapire1994', 'schapire1996', 'schapire1996p', 'schapire1997', 'schapire1997u', 'schapire1997um', 'schapire1998', 'schapire1998mm', 'schmill1998', 'schwartz1993', 'shapiro1980a', 'skiblics1996', 'sklansky1976', 'standish1976', 'steele1984a', 'steele1990a', 'stone1977', 'sudholt1992a', 'thrun1991a', 'torgo1990', 'torgo1995', 'utgoff1982aaai', 'utgoff1983', 'utgoff1984phd', 'utgoff1986book', 'utgoff1986mlii', 'utgoff1987', 'utgoff1988aaai', 'utgoff1988iid', 'utgoff1988pt', 'utgoff1989', 'utgoff1989mlw', 'utgoff1989pt', 'utgoff1989rp', 'utgoff1990', 'utgoff1991aaai', 'utgoff1991lmdt', 'utgoff1991mdt', 'utgoff1994', 'utgoff1995', 'utgoff1996', 'utgoff1996ks', 'utgoff1996mlii', 'utgoff1996va', 'utgoff1997', 'utgoff1997fa', 'utgoff1998', 'vitek1992a', 'walter1987a', 'webber1994', 'weber1994', 'weiss1993a', 'white1994a', 'wholey1984a', 'yee1990', 'zheng1993'}


@data
"Y. Freund, H.S. Seung, E Shamir, and N. Tishby.", "1993.", "Information, prediction, and query by committee.", "Advances in Neural Information Processing Systems,", "In Hanson, Cowan, and Giles, editors, volume 5. Morgan Kaufman,", "Y. Freund, H.S. Seung, E Shamir, and N. Tishby. Information, prediction, and query by committee. In Hanson, Cowan, and Giles, editors, Advances in Neural Information Processing Systems, volume 5. Morgan Kaufman, 1993.", 'freund1992a'
"Y. Freund, H.S. Seung, E. Shamir, and N. Tishby.", "1993.", "Information, prediction, and query by committee.", "In Advances in Neural Information Processing Systems,", "volume 5. Morgan Kaufmann, San Mateo, California,", "Y. Freund, H.S. Seung, E. Shamir, and N. Tishby. Information, prediction, and query by committee. In Advances in Neural Information Processing Systems, volume 5. Morgan Kaufmann, San Mateo, California, 1993.", 'freund1992a'
"Yoav Freund, H. Sebastian Seung, Eli Shamir, Naftali Tishby,", "", "Information, Prediction, and Query by Committee,", "NIPS92, p.", "483-490", "Yoav Freund, H. Sebastian Seung, Eli Shamir, Naftali Tishby, Information, Prediction, and Query by Committee, NIPS92, p. 483-490", 'freund1992a'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Annual Workshop on Computational Learning Theory,", "pages 391-398, July", "Yoav Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Annual Workshop on Computational Learning Theory, pages 391-398, July 1992.", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "In Proc. 5th Annu. Workshop on Comput. Learning Theory,", "pp. 391-398. ACM Press, New York, NY.", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. In Proc. 5th Annu. Workshop on Comput. Learning Theory, pp. 391-398. ACM Press, New York, NY.", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Annual Workshop on Computational Learning Theory,", "(pp. 391-398), Pittsburgh, PA. ACM Press.", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Annual Workshop on Computational Learning Theory, (pp. 391-398), Pittsburgh, PA. ACM Press.", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "Proc. 5th Work. Comp. Learning Theory (pp.", "391-398).", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. Proc. 5th Work. Comp. Learning Theory (pp. 391-398).", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp.", "391-398).", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp. 391-398).", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp.", "391-398). ACM Press.", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp. 391-398). ACM Press.", 'freund1992b'
"Freund, Y.", "(1992).", "An improved boosting algorithm and its implications on learning complexity.", "Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp.", "391398). ACM Press.", "Freund, Y. (1992). An improved boosting algorithm and its implications on learning complexity. Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory (pp. 391398). ACM Press.", 'freund1992b'
"Freund, Y.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Workshop on Computational Learning Theory,", "San Mateo, CA. Morgan Kauf-mann. 391-398.", "Freund, Y. 1992. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Workshop on Computational Learning Theory, San Mateo, CA. Morgan Kauf-mann. 391-398.", 'freund1992b'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory,", "pages 391-398. ACM Press,", "Yoav Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory, pages 391-398. ACM Press, 1992.", 'freund1992b'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory,", "pages 391-398, July", "Yoav Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory, pages 391-398, July 1992.", 'freund1992b'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proc. of the 5th Ann. Workshop on Comput. Learning Theory,", "pages 391-398, July", "Yoav Freund. An improved boosting algorithm and its implications on learning complexity. In Proc. of the 5th Ann. Workshop on Comput. Learning Theory, pages 391-398, July 1992.", 'freund1992b'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the 5th Workshop on Computational Learning theory,", "pages 391-398. Morgan Kaufman,", "Yoav Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the 5th Workshop on Computational Learning theory, pages 391-398. Morgan Kaufman, 1992.", 'freund1992b'
"Y. Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of COLT '92,", "pages 391-398. Morgan Kaufmann,", "Y. Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of COLT '92, pages 391-398. Morgan Kaufmann, 1992.", 'freund1992b'
"Yoav Freund.", "1992.", "An improved boosting algorithm and its implications on learning complex-ity.", "In Proceedings of the Fifth Annual Workshop on Computational Learning Theory,", "pages 391-398, July", "Yoav Freund. An improved boosting algorithm and its implications on learning complex-ity. In Proceedings of the Fifth Annual Workshop on Computational Learning Theory, pages 391-398, July 1992.", 'freund1992b'
"Freund, Y.,", "1992.", "An Improved Boosting Algorithm and its Implications on Learning Complexity,", "Proceedings of the 5rd Annual Workshop on Computational Learning Theory,", "pp. 391-98,", "Freund, Y., An Improved Boosting Algorithm and its Implications on Learning Complexity, Proceedings of the 5rd Annual Workshop on Computational Learning Theory, pp. 391-98, 1992.", 'freund1992b'
"Y. Freund.", "1992.", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory,", "pages 391-398. ACM Press,", "Y. Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Annual ACM Workshop on Computational Learning Theory, pages 391-398. ACM Press, 1992.", 'freund1992b'
"Y. Freund.", "", "An improved boosting algorithm and its implications on learning complexity.", "In Proceedings of the Fifth Workshop on Computational Learning Theory,", "pages 391-398, San Mateo, CA, 1992. Morgan Kaufmann.", "Y. Freund. An improved boosting algorithm and its implications on learning complexity. In Proceedings of the Fifth Workshop on Computational Learning Theory, pages 391-398, San Mateo, CA, 1992. Morgan Kaufmann.", 'freund1992b'
"Freund, Y. and Haussler, D.", "(1992),", "Unsupervised Learning of Distributions on Binary Vectors using Two Layer Networks,", "In Advances in Neural Information Processing Systems IV (Denver 1992),", "ed. J. E. Moody, S. J. Hanson, and R.", "Freund, Y. and Haussler, D. (1992), Unsupervised Learning of Distributions on Binary Vectors using Two Layer Networks, In Advances in Neural Information Processing Systems IV (Denver 1992), ed. J. E. Moody, S. J. Hanson, and R.", 'freund1992c'
"Y. Freund and D. Haussler.", "1992.", "Unsupervised learning of distributions on binary vectors using two layer networks.", "In Proceedings of the 1991 Conference on Neural Information Processing Systems.", "Morgan Kaufmann,", "Y. Freund and D. Haussler. Unsupervised learning of distributions on binary vectors using two layer networks. In Proceedings of the 1991 Conference on Neural Information Processing Systems. Morgan Kaufmann, 1992.", 'freund1992c'
"Freund, Y & Haussler,", "", "D (1992). Unsupervised learning of distributions on binary vectors using two layer networks.", "Advances in Neural Information Processing Systems 4,", "912-919.", "Freund, Y & Haussler, D (1992). Unsupervised learning of distributions on binary vectors using two layer networks. Advances in Neural Information Processing Systems 4, 912-919.", 'freund1992c'
"Y. Freund and D. Haussler.", "1992.", "Unsupervised learning of distributions on binary vectors using 2-layer networks.", "In Advances In Neural Information Processing Systems 4,", "pages 912-919. Morgan Kaufmann Publishers,", "Y. Freund and D. Haussler. Unsupervised learning of distributions on binary vectors using 2-layer networks. In Advances In Neural Information Processing Systems 4, pages 912-919. Morgan Kaufmann Publishers, 1992.", 'freund1992c'
"Freund, Y., and Haussler, D.", "1992,", "Unsupervised learning of distributions on binary vectors using two layer networks.", "In Neural Information Processing Systems 4,", "J. Moody, S. Hanson, and R. Lippmann, Eds. Morgan Kaufmann Publishers, San Mateo, CA, pp. 912-919.", "Freund, Y., and Haussler, D. Unsupervised learning of distributions on binary vectors using two layer networks. In Neural Information Processing Systems 4, J. Moody, S. Hanson, and R. Lippmann, Eds. Morgan Kaufmann Publishers, San Mateo, CA, 1992, pp. 912-919.", 'freund1992c'
"Freund, Y., and Haussler, D.,", "1992.", "Unsupervised learning of distributions on binary vectors using two layer networks. Pp.", "912919 in Neural Information Processing Systems 4, edited by J.Moody, S.J.Hanson and R.P.Lippmann.", "Morgan Kaufmann Publishers, San Mateo, CA,", "Freund, Y., and Haussler, D., Unsupervised learning of distributions on binary vectors using two layer networks. Pp. 912919 in Neural Information Processing Systems 4, edited by J.Moody, S.J.Hanson and R.P.Lippmann. Morgan Kaufmann Publishers, San Mateo, CA, 1992.", 'freund1992c'
"Y. Freund and D. Haussler.", "", "Unsupevised learning of distributions on binary vectors using two-layer networks.", "In Proceedings of the 1991 Conf. on Neural Informations Processing Systems,", "San Mateo, CA, 1992. Morgan Kaufmann.", "Y. Freund and D. Haussler. Unsupevised learning of distributions on binary vectors using two-layer networks. In Proceedings of the 1991 Conf. on Neural Informations Processing Systems, San Mateo, CA, 1992. Morgan Kaufmann.", 'freund1992c'
"Y. Freund, M. J. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie.", "(1993).", "Efficient learning of typical finite automata from random walks.", "Proceedings of the 25th Annual ACM Symposium on Theory of Computing (pp.", "315-324). San-Diego, CA: The Association for Computing Machinery.", "Y. Freund, M. J. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie. (1993). Efficient learning of typical finite automata from random walks. Proceedings of the 25th Annual ACM Symposium on Theory of Computing (pp. 315-324). San-Diego, CA: The Association for Computing Machinery.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symposium on Theory of Computing,", "pages 315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symposium on Theory of Computing, pages 315-324, 1993.", 'freund1993a'
"Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie.", "", "Efficient Learning of Typical Finite Automata from Random Walks,", "STOC-93,", "pp. 315-324.", "Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie. Efficient Learning of Typical Finite Automata from Random Walks, STOC-93, pp. 315-324.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, L. Sellie.", "1993.", "Efficient Learning of Typical Finite Automata from Random Walks.", "Proc. 25 th Annual ACM Symposium on the Theory of Computing,", "pp.315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, L. Sellie. Efficient Learning of Typical Finite Automata from Random Walks. Proc. 25 th Annual ACM Symposium on the Theory of Computing, pp.315-324, 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symposium on Theory of Computing,", "", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symposium on Theory of Computing, 1993.", 'freund1993a'
"Yoav Freund, Michael J. Kearns, Dana Ron, Ronitt Rubinfeld, Robert E. Schapire, and Linda Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symposium on Theory of Computing,", "", "Yoav Freund, Michael J. Kearns, Dana Ron, Ronitt Rubinfeld, Robert E. Schapire, and Linda Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symposium on Theory of Computing, 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symposium on Theory of Computing,", "pages 315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symposium on Theory of Computing, pages 315-324, 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie,", "", "Efficient Learning of Typical Finite Automata from Random Walks,", "", "STOC-93.", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie, Efficient Learning of Typical Finite Automata from Random Walks, STOC-93.", 'freund1993a'
"Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the Twenty-Fifth Annual ACM Symposium on Theory of Computing,", "pages 315-324, May", "Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the Twenty-Fifth Annual ACM Symposium on Theory of Computing, pages 315-324, May 1993.", 'freund1993a'
"Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubenfeld, Robert Schapire, and Linda Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the Twenty-Fifth Annual ACM Symposium on Theory of Computing,", "pages 315-324, May", "Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubenfeld, Robert Schapire, and Linda Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the Twenty-Fifth Annual ACM Symposium on Theory of Computing, pages 315-324, May 1993.", 'freund1993a'
"Y. Freund, M. J. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie.", "", "Efficient learning of typical finite automata from random walks.", "13 In Proceedings of the 25th Annual ACM Symposium on Theory of Com--puting,", "pages 315-324, San-Diego, CA, 1993. ACM press.", "Y. Freund, M. J. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. 13 In Proceedings of the 25th Annual ACM Symposium on Theory of Com--puting, pages 315-324, San-Diego, CA, 1993. ACM press.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symp. on Theory of Computing,", "pages 315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symp. on Theory of Computing, pages 315-324, 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 24th Annual ACM Symp. on Theory of Computing,", "pages 315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R.E. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the 24th Annual ACM Symp. on Theory of Computing, pages 315-324, 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie.", "1993.", "Efficient Learning of Typical Finite Automata from Random Walks.", "In Proc. 25th STOC,", "pages 315-324. ACM,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. Schapire, and L. Sellie. Efficient Learning of Typical Finite Automata from Random Walks. In Proc. 25th STOC, pages 315-324. ACM, 1993.", 'freund1993a'
"Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing,", "pages 315-324, San Diego, CA, May", "Yoav Freund, Michael Kearns, Dana Ron, Ronitt Rubinfeld, Robert Schapire, and Linda Sellie. Efficient learning of typical finite automata from random walks. In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing, pages 315-324, San Diego, CA, May 1993.", 'freund1993a'
"Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie.", "1993.", "Efficient learning of typical finite automata from random walks.", "In ACM Symposium on the Theory of Computing,", "pages 315-324,", "Y. Freund, M. Kearns, D. Ron, R. Rubinfeld, R. E. Schapire, and L. Sellie. Efficient learning of typical finite automata from random walks. In ACM Symposium on the Theory of Computing, pages 315-324, 1993.", 'freund1993a'
"Freund, Y.; Kearns, M. J.; Ron, D.; Rubinfeld, R.; Schapire, R. E.; and Sellie, L.", "1993.", "Efficient learning of typical finite automata from random walks.", "In Proceedings of the 25th Annual ACM Symposium on Theory of Computing,", "315-324. San-Diego, CA: ACM press. 82 REFERENCES", "Freund, Y.; Kearns, M. J.; Ron, D.; Rubinfeld, R.; Schapire, R. E.; and Sellie, L. 1993. Efficient learning of typical finite automata from random walks. In Proceedings of the 25th Annual ACM Symposium on Theory of Computing, 315-324. San-Diego, CA: ACM press. 82 REFERENCES", 'freund1993a'
